"name","followers","popularity","genres","uri","url","image"
"Downlink","76342","42","canadian electronic| filthstep","spotify:artist:6ynSq3csnauyqZeQgfuWWt","https://open.spotify.com/artist/6ynSq3csnauyqZeQgfuWWt","https://i.scdn.co/image/ab6761610000e5ebea332bab6c50eed9b49f8889"
"Fallen","615","39","","spotify:artist:20Zt0tHU7sQDqzML1kZTpe","https://open.spotify.com/artist/20Zt0tHU7sQDqzML1kZTpe","https://i.scdn.co/image/ab6761610000e5ebeb3b4581b03e4fda358c0e65"
"Flux Pavilion","706262","64","bass trap| brostep| classic dubstep| edm| electro house| electronic trap| melodic dubstep| pop dance","spotify:artist:7muzHifhMdnfN1xncRLOqk","https://open.spotify.com/artist/7muzHifhMdnfN1xncRLOqk","https://i.scdn.co/image/ab6761610000e5ebc4469f32dbed17fc861514f0"
"GEO","3586","30","","spotify:artist:7IrT0MoBoHV6n8ue5u6F1p","https://open.spotify.com/artist/7IrT0MoBoHV6n8ue5u6F1p","https://i.scdn.co/image/ab6761610000e5ebc5ecf1ef7f8473171837be9b"
"Getter","298483","59","brostep| dark trap| edm| electro house| electronic trap| filthstep| underground hip hop","spotify:artist:3QryVD03gGZOLQQXjy3EoA","https://open.spotify.com/artist/3QryVD03gGZOLQQXjy3EoA","https://i.scdn.co/image/ab6761610000e5eb82504d534c072b1d72e38a8c"
"Grafix","30657","53","deep liquid| drum and bass| liquid funk| uk dnb","spotify:artist:27YdXZOMLqvxI2pB5GyqyY","https://open.spotify.com/artist/27YdXZOMLqvxI2pB5GyqyY","https://i.scdn.co/image/ab6761610000e5eb4349b50ea2bad014f7ced42d"
"HOL!","7031","35","dubstep| gaming dubstep| riddim dubstep","spotify:artist:75YeSAKC6xPhgkjnltCmGB","https://open.spotify.com/artist/75YeSAKC6xPhgkjnltCmGB","https://i.scdn.co/image/ab6761610000e5ebedf225a7615ee9509b6e0231"
"Hpnotic","579","9","","spotify:artist:3i1UPREmSz63semHZdpq50","https://open.spotify.com/artist/3i1UPREmSz63semHZdpq50","https://i.scdn.co/image/ab6761610000e5eb5c4796ccf380ee27a11bb5f3"
"Huxley Anne","4366","14","electra","spotify:artist:0jFXLmYqujAAqWWkq0q3RR","https://open.spotify.com/artist/0jFXLmYqujAAqWWkq0q3RR","https://i.scdn.co/image/ab6761610000e5ebe6f76abab110f6de2d85d00a"
"INZO","102969","55","edm| future bass","spotify:artist:18Eu7uJEMPWwwt1QUdCglQ","https://open.spotify.com/artist/18Eu7uJEMPWwwt1QUdCglQ","https://i.scdn.co/image/ab6761610000e5eb780aaba7765cf031292368cd"
"Jantsen","31449","47","brostep| dubstep| filthstep| glitch hop","spotify:artist:6rhTnHtyVcRrtuzS1wnLZg","https://open.spotify.com/artist/6rhTnHtyVcRrtuzS1wnLZg","https://i.scdn.co/image/ab6761610000e5eb57c88cd5b9329109c1653d36"
"Jessica Audiffred","29166","39","dubstep| gaming dubstep| mexican edm","spotify:artist:4odLDriBk6oEZotzLPTSnD","https://open.spotify.com/artist/4odLDriBk6oEZotzLPTSnD","https://i.scdn.co/image/ab6761610000e5eb0dabad0910e5fd00f37937eb"
"KAMI","1332","30","","spotify:artist:5nodOFXcI3HPPhfqhWwd06","https://open.spotify.com/artist/5nodOFXcI3HPPhfqhWwd06","https://i.scdn.co/image/ab6761610000e5eb7999c41fad8344adf5a72e74"
