"name","artist","artistPopularity","artistFollowers","popularity","topTrackOrder","danceability","energy","speechiness","trackURL","trackPrev","artistURL","image"
"Guilty Conscience","070 Shake","67","322772","70","1","0.539","0.638","0.136","https://open.spotify.com/track/0smgkpVia3VCXgY4qhVJvp","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Honey","070 Shake","67","322772","65","2","0.696","0.667","0.0407","https://open.spotify.com/track/0PoMoPqIJxe6H0rDMnpGP8","https://p.scdn.co/mp3-preview/a5771300d3968a2b2bbcf9b4c0950f2b492c46a1?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Guilty Conscience - Tame Impala Remix","070 Shake","67","322772","64","3","0.415","0.878","0.32","https://open.spotify.com/track/5i5fCpsnqDJ9AfeObgd0gW","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Morrow","070 Shake","67","322772","62","4","0.742","0.666","0.0353","https://open.spotify.com/track/3sIoWQZbJqUKj5iELz8eTA","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Neo Surf","070 Shake","67","322772","61","5","0.639","0.62","0.0291","https://open.spotify.com/track/6XmT8fIEfcS3ZSVEz00U7m","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Glitter","070 Shake","67","322772","60","6","0.672","0.622","0.143","https://open.spotify.com/track/4DJ9ZxVFyv8AWdBmZnV0CN","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Lose My Cool (feat. NLE Choppa)","070 Shake","67","322772","60","7","0.762","0.633","0.0676","https://open.spotify.com/track/31UJNSt6tUbROThjfaAZfT","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Under The Moon","070 Shake","67","322772","58","8","0.761","0.615","0.0399","https://open.spotify.com/track/2IN5IspnDC534fzg16WtWF","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Use Me (feat. 070 Shake)","070 Shake","67","322772","58","9","0.315","0.618","0.053","https://open.spotify.com/track/6gqZzQyJfKqdc9boOILz4x","https://p.scdn.co/mp3-preview/e5b7cb6bcb2a52c29518aeafa983d09e1287a2a8?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Nice To Have","070 Shake","67","322772","52","10","0.698","0.473","0.0456","https://open.spotify.com/track/3TrvMKpRrjbfsgbqp8WIBu","nan","https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI","https://i.scdn.co/image/ab6761610000e5eba4fe9e7039edf6c60113e741"
"Icaro - ABSOLUTE. Neon Energy Remix","ABSOLUTE.","39","3510","10","1","0.721","0.812","0.0423","https://open.spotify.com/track/1HEd12Ca0vURsoMsxoHHAA","https://p.scdn.co/mp3-preview/9df31be56d194720949a0a2a68b58a3b2f38cd50?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Fauna","ABSOLUTE.","39","3510","23","2","0.538","0.955","0.0349","https://open.spotify.com/track/7kkqnbOgjPXbq7m3jL9afW","https://p.scdn.co/mp3-preview/5564d2e40a43ef94dbfb722ac7a46290c7cf2ae7?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Piano Theory","ABSOLUTE.","39","3510","34","3","0.522","0.951","0.045","https://open.spotify.com/track/6ZkH0QKPvDayeQUgRd7sL1","https://p.scdn.co/mp3-preview/cbaf4669431da10d1b8864c5d908aed7878b1baa?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Dämmerung","ABSOLUTE.","39","3510","34","4","0.743","0.849","0.0653","https://open.spotify.com/track/39e01hFGPF3dyn7zUFDXKs","https://p.scdn.co/mp3-preview/8e0a77fa6d22f1c912c7123df3e2d33d0ef4a549?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"String Theory - Edit","ABSOLUTE.","39","3510","32","5","0.703","0.661","0.252","https://open.spotify.com/track/1HofWGTrBHyNf5CqJV9PFf","https://p.scdn.co/mp3-preview/3cc592138b2c0c28a66d3fad3934009e27c76071?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Sage comme une image - Good as Gold","ABSOLUTE.","39","3510","32","6","0.792","0.873","0.329","https://open.spotify.com/track/2RdqkCm1yEj0V3J7BEYSzT","https://p.scdn.co/mp3-preview/68e0e495f022f5e61ad97e4d70c15a33288f9475?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"This Too Will Pass","ABSOLUTE.","39","3510","30","7","0.439","0.634","0.0467","https://open.spotify.com/track/6yLA6Tzm0JdQ5vp1piD3qF","https://p.scdn.co/mp3-preview/9e8a42ea2f2354b08aefaab29ba8d0d383976d1a?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"U4IA (feat. Bklava)","ABSOLUTE.","39","3510","28","8","0.59","0.983","0.0711","https://open.spotify.com/track/5FjNspSViS2VVwZ4kN4S7J","https://p.scdn.co/mp3-preview/a8ea1c993dade164020490738e20184bba8089f9?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Do It to the Music - ABSOLUTE. Feelin' '98 Remix","ABSOLUTE.","39","3510","28","9","0.8","0.869","0.037","https://open.spotify.com/track/1muuFrF4JB0lrBsnF61c6W","https://p.scdn.co/mp3-preview/92f977a997882752b55fad4390b0481f1c0585ff?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Convalesce (feat. REGALJASON)","ABSOLUTE.","39","3510","25","10","0.57","0.804","0.037","https://open.spotify.com/track/0mFflI3yK2y3SJybiAMgLr","https://p.scdn.co/mp3-preview/075c37f854db27c1692cfe350b54cafefb83cdbd?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7LAUsmZK0QfpJAmapct66h","https://i.scdn.co/image/ab6761610000e5eb795aaabb80093e89ba9d381e"
"Your Mind","Adam Beyer","51","262313","58","1","0.751","0.721","0.0655","https://open.spotify.com/track/1WsHKAuN9vDthcmimdqqaY","https://p.scdn.co/mp3-preview/6a71dfbe0089b594af1f1247b0b8dec5205f3749?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Your Mind - Radio Edit","Adam Beyer","51","262313","56","2","0.66","0.857","0.0565","https://open.spotify.com/track/2zDCZ8jY4kjuUZbVROHaZj","https://p.scdn.co/mp3-preview/97f7a855b3c489cc3974f2bb58051ff119be0eb1?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Space Date - Pleasurekraft Remix","Adam Beyer","51","262313","51","3","0.723","0.822","0.0452","https://open.spotify.com/track/1lbUtnuS8AYvKd0lziKpJ4","https://p.scdn.co/mp3-preview/18effb045f245bfcefa6000943a199ef419b4995?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Data Point","Adam Beyer","51","262313","48","4","0.8","0.875","0.0641","https://open.spotify.com/track/3sXqxxv1iiA011Zjtc4H49","https://p.scdn.co/mp3-preview/19f231e10fff916a2b28a37dc537d69b9e311935?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Space Date","Adam Beyer","51","262313","44","5","0.8","0.879","0.0618","https://open.spotify.com/track/6VouvfyygVMuODigWmheJT","https://p.scdn.co/mp3-preview/1939e98c6a3423dc26c7010a091f7159e25fd3c5?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Going Down","Adam Beyer","51","262313","43","6","0.864","0.653","0.0544","https://open.spotify.com/track/68xc296PrZn6RHfV69LRh8","https://p.scdn.co/mp3-preview/9c54f9250dd9a773e2f9d816a4d848c0b04e55a6?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Capsule","Adam Beyer","51","262313","42","7","0.8","0.722","0.0861","https://open.spotify.com/track/0OUU3JfuXy4bU18ROT5AED","https://p.scdn.co/mp3-preview/23392f5c081dcb9667d91453efedceaf1e7fd4a7?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Teach Me - Amelie Lens Acid Mix","Adam Beyer","51","262313","40","8","0.635","0.756","0.0381","https://open.spotify.com/track/1BAf4QwMu4LXn6DsRH3XiU","https://p.scdn.co/mp3-preview/4c16ec2a03d86eeb6ce1f2013d76557a035dca5f?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"What You Need","Adam Beyer","51","262313","38","9","0.666","0.863","0.0412","https://open.spotify.com/track/0Bwy2Bwxqzhx8bfSBgWY5W","https://p.scdn.co/mp3-preview/c7f276fcab3af3a56065bcc6341de5b00a77134f?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Restore My Soul","Adam Beyer","51","262313","37","10","0.787","0.927","0.0445","https://open.spotify.com/track/7l4PZF1AU7bu8FFbMtMyRo","https://p.scdn.co/mp3-preview/d5ad9186c6efdb752f4566cd2f27a1c1d6bb7a06?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1btv9qmIpbp7q1ixCYNdHu","https://i.scdn.co/image/ab6761610000e5ebe91f9b9a5ee593b2d5f77032"
"Don't Understand","Alex Wax","3","93","8","1","0.901","0.753","0.0811","https://open.spotify.com/track/77LIhxUAS9bQ7mK4Vy788Y","https://p.scdn.co/mp3-preview/d81507a3048636d2253fb1d62213bdfd39690801?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Away","Alex Wax","3","93","6","2","0.797","0.84","0.0537","https://open.spotify.com/track/54BtKFND1BnvWFhjooDSdb","https://p.scdn.co/mp3-preview/a59ccc399e8ac6184bc127990e71c5961cabeaff?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Overthinking","Alex Wax","3","93","5","3","0.808","0.746","0.0552","https://open.spotify.com/track/2q6H601pRfXpCgwQudno6i","https://p.scdn.co/mp3-preview/c2a012173c430f49387a19cb651513d9c96b78f6?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Soul Foundation - Alex Wax Remix","Alex Wax","3","93","3","4","0.811","0.949","0.0593","https://open.spotify.com/track/6igAoOXL2qLEyLDRXhvzfO","https://p.scdn.co/mp3-preview/88245ada31ea2483c5edd55638d019ac02e56e6a?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Balance Awareness","Alex Wax","3","93","2","5","0.804","0.94","0.0518","https://open.spotify.com/track/7csofzotV28wvzCS7OUbzf","https://p.scdn.co/mp3-preview/c6a1fde3e9916a24f4e21634ae2fc5d8b5c6f656?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Feelme - Alex Wax Remix","Alex Wax","3","93","1","6","0.562","0.693","0.0823","https://open.spotify.com/track/44oDTeVcGuVDglNEYVZeFn","https://p.scdn.co/mp3-preview/63cd4fe6fe7df9501bf874fd15dc906ae5cb7258?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Sandy Sesh","Alex Wax","3","93","1","7","0.812","0.981","0.0569","https://open.spotify.com/track/3NMRRwNhWfGl8xuLlr8Hw6","https://p.scdn.co/mp3-preview/dafcc6f2f822164068cd5af8316d0258f40b327e?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Cali Legal","Alex Wax","3","93","1","8","0.811","0.972","0.0628","https://open.spotify.com/track/44UEVT06rVB7teAzfLbOLI","https://p.scdn.co/mp3-preview/eaffc17743d09e22d28653630fc538c64a40199c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Dejate Caer","Alex Wax","3","93","0","9","0.647","0.883","0.129","https://open.spotify.com/track/3NVGWVmk7kzzFRdl6NBD9S","https://p.scdn.co/mp3-preview/7449cb28a8a5035a138f4cc4544777718fa5db7b?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Don't Understand - Instrumental","Alex Wax","3","93","0","10","0.867","0.731","0.0656","https://open.spotify.com/track/0SucShRz8ckszm9gssFHEV","https://p.scdn.co/mp3-preview/012ae5384e7ab116f742b7f0b6d7d51b61c2d5d4?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7noLoT7NlxsQ1wS0XPMw4R","https://i.scdn.co/image/ab6761610000e5eb47ad5f89dd12d390bce838c5"
"Figure It Out","Blu DeTiger","54","75758","53","1","0.747","0.554","0.29","https://open.spotify.com/track/2i2yK4PNEFa2PEhkQ6eJmy","https://p.scdn.co/mp3-preview/dee2b37e60ca2c0ad41917ec5e1d8e94ba20b788?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Cotton Candy Lemonade","Blu DeTiger","54","75758","57","2","0.711","0.436","0.0313","https://open.spotify.com/track/4MyxoX7EMGA1Ndlbmlzj4Z","https://p.scdn.co/mp3-preview/a81422585140aae9d86380a99a76cc86ea5fc4cc?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Blondes","Blu DeTiger","54","75758","55","3","0.675","0.834","0.0579","https://open.spotify.com/track/6kzP50E3nRuuLjtU5Qp56m","nan","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Vintage - Flight Facilities Remix","Blu DeTiger","54","75758","54","4","0.791","0.756","0.0328","https://open.spotify.com/track/2VNR4FAD2u60AeJDXL8a9x","https://p.scdn.co/mp3-preview/93169af50c4f6fde3aaa2d05ffda6eaa2eabefae?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Vintage","Blu DeTiger","54","75758","52","5","0.901","0.669","0.0621","https://open.spotify.com/track/5Th1bpv66u6BPNJtp8l9DU","https://p.scdn.co/mp3-preview/7f0695e87ffda6f226585bb7b92380a8a6e1762b?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Cotton Candy Lemonade (Anna Lunoe Remix)","Blu DeTiger","54","75758","51","6","0.783","0.8","0.0444","https://open.spotify.com/track/2wmkq5eX7OJIkXkT9Qy673","https://p.scdn.co/mp3-preview/1f25cecbd199fb76a3d54be063ee52e17f294afe?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Toast with the Butter","Blu DeTiger","54","75758","41","7","0.652","0.702","0.184","https://open.spotify.com/track/34hdwAVK7oA3OswpGv5gVX","https://p.scdn.co/mp3-preview/5f386c047cf6995802ff52c1ae6f180d1f6d480a?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Tangerine","Blu DeTiger","54","75758","39","8","0.8","0.696","0.128","https://open.spotify.com/track/2Z9t3ys4llZ1GuGttlP9OG","https://p.scdn.co/mp3-preview/1af902ce8a097e487591c31185b898973dc5f02d?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Don't Be Afraid - Blu DeTiger Remix","Blu DeTiger","54","75758","37","9","0.824","0.574","0.0374","https://open.spotify.com/track/4awfaK426OMNaSCp77pPwR","https://p.scdn.co/mp3-preview/f33184bd725a55c06a4169e5c9b658f4c11d5017?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"disco banger but you're crying in the bathroom","Blu DeTiger","54","75758","35","10","0.712","0.688","0.041","https://open.spotify.com/track/1nMvTKUpBtavmVi47MDyPM","https://p.scdn.co/mp3-preview/82a4ec9ef0dcc0bdb92db5a2f67d7c6505f4f6a6?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/5NyCIBCeU080ynEj33S4hC","https://i.scdn.co/image/ab6761610000e5eb6468ba0707707619541d1cf0"
"Got A Feeling - Bontan Remix","Bontan","38","15656","45","1","0.857","0.496","0.0603","https://open.spotify.com/track/13ubZtp0ODANdh3QOYOGqk","nan","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Call You Back","Bontan","38","15656","41","2","0.788","0.866","0.0728","https://open.spotify.com/track/0EETw2XgKBkhE18TA3jcCq","https://p.scdn.co/mp3-preview/d475a42b7b26d7775877c03dff898ddd95e4a38f?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Take Control (feat. Clementine Douglas)","Bontan","38","15656","36","3","0.696","0.802","0.079","https://open.spotify.com/track/3tCXtA5o1pBpdUoBT2OSXM","https://p.scdn.co/mp3-preview/a89353fdd83905c198e313a8e7fb0869d2337554?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"The First Time","Bontan","38","15656","35","4","0.662","0.971","0.0471","https://open.spotify.com/track/3yDsT68UigRTpCuLk95NCR","https://p.scdn.co/mp3-preview/028e8ab085e1bb6428047b92e95a3a2276709a6d?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Set Your Soul on Fire - Edit","Bontan","38","15656","33","5","0.788","0.965","0.045","https://open.spotify.com/track/6sBL3QNI37jQ234bkcfWof","https://p.scdn.co/mp3-preview/7a39d06bdec34b06b43e7f02484b61c3451b3347?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"St. Kilda Nights","Bontan","38","15656","32","6","0.66","0.82","0.036","https://open.spotify.com/track/0e1un9zuSBeWl2VHOgItyg","https://p.scdn.co/mp3-preview/ac04416aa0f40b836030e7062ce640e631a4ce7c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Shake It","Bontan","38","15656","31","7","0.841","0.828","0.0425","https://open.spotify.com/track/34psqra9HNUsBTfaClReok","https://p.scdn.co/mp3-preview/238a0f924d4391fe488854121d2e79994f0f194c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Move On Out - Original Mix","Bontan","38","15656","27","8","0.838","0.853","0.0633","https://open.spotify.com/track/0DmKWNASFNSY1EW1Gu97IS","https://p.scdn.co/mp3-preview/a99e28db288c970eaa4d51c5906a1ec48b3d69e5?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Trucco - Original Mix","Bontan","38","15656","26","9","0.784","0.778","0.0437","https://open.spotify.com/track/03E35ywiAJBD06wKpgADkC","https://p.scdn.co/mp3-preview/6a21d21b2a5445bb127140d4de8a11724d45f12e?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Rabbit Hole - Bontan Remix","Bontan","38","15656","24","10","0.791","0.797","0.0541","https://open.spotify.com/track/0gHKsIj37buVfT4yEIP2gz","https://p.scdn.co/mp3-preview/da4dc538603e8ba55eebb6c1c0610f568b479cf9?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1tZgoMqNTa7lII4w9pV3ud","https://i.scdn.co/image/ab6761610000e5ebf168ac602247f33d93eeffb8"
"Cold War","Cautious Clay","67","213062","71","1","0.654","0.47","0.0586","https://open.spotify.com/track/6DwiGVCgXGREeCyJZtX7S1","https://p.scdn.co/mp3-preview/bbd948ee275272ed82725e94afc335c0115d521c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"Wildfire","Cautious Clay","67","213062","69","2","0.564","0.352","0.0321","https://open.spotify.com/track/2GQomOm5bdbNnUooS3HEuF","https://p.scdn.co/mp3-preview/4975bff80965b738e11a38e467159ce3225387e0?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"Cheesin’ (with Cautious Clay Remi Wolf Still Woozy Sophie Meiers Claud Melanie Faye & HXNS)","Cautious Clay","67","213062","66","3","0.818","0.623","0.043","https://open.spotify.com/track/6lIRYe72fn1pf7TNqfI0ul","nan","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"25/8","Cautious Clay","67","213062","55","4","0.562","0.348","0.0389","https://open.spotify.com/track/1rMsNUMDEp6pLOJ5BcznsF","https://p.scdn.co/mp3-preview/d9e04dd73f57ac26064613e02284594a7319a545?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"Rapture in Blue","Cautious Clay","67","213062","52","5","0.601","0.691","0.0506","https://open.spotify.com/track/70nSRYtNo2blmYYAZV4tui","https://p.scdn.co/mp3-preview/f15eedc1b0440481c6bca8b44e5b07d857b1e8b8?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"Joshua Tree","Cautious Clay","67","213062","58","6","0.526","0.589","0.0374","https://open.spotify.com/track/1oJZx6GqvuyzUgPu5OBxlY","https://p.scdn.co/mp3-preview/d05fc6d9005a88052d022d4ca2ea6f7c480c6ea8?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
"Shook","Cautious Clay","67","213062","56","7","0.693","0.694","0.0533","https://open.spotify.com/track/66V5BpE4bbuRWZyehvmuq6","https://p.scdn.co/mp3-preview/db15c73647dd23c5801425ef64dc40e6bd050f9d?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5eb4041f485c1cb2a8df48d1dd2"
